intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,seller_class,source_platform,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,MCDA_Total,seller_risk_score,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,warranty_months_confirmed,acl_covered
fb-260,4090 + i9 Gaming MSI laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-260_4090-i9-gaming-msi-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-260,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-261,Asus - ROG CETRA True Wireless Speednova Gaming Headphones - Black,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,180.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-261_asus-rog-cetra-true-wireless-speednova-gaming-headphones-bla.md,,Passed gates,Unverified — confirm specs before scoring,fb-261,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-262,Razer Blade 15 Advanced Model (Early 2020) - RZ09-033 (5.0),ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-262_razer-blade-15-advanced-model-early-2020-rz09-033-50.md,,Passed gates,Unverified — confirm specs before scoring,fb-262,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-263,Lenovo Legion Pro 5 Gen10 | RTX 5070 | Ryzen 9 9955HX | 32GB RAM | 1TB SSD,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5070,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-263_lenovo-legion-pro-5-gen10-rtx-5070-ryzen-9-9955hx-32gb-ram-1.md,,Passed gates,Unverified — confirm specs before scoring,fb-263,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-265,ASUS rog strix g16,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-265_asus-rog-strix-g16.md,,Passed gates,Unverified — confirm specs before scoring,fb-265,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-267,Asus Rog Zephyrus G16 5070Ti 32GB Ram 2TB (2025),ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3950.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-267_asus-rog-zephyrus-g16-5070ti-32gb-ram-2tb-2025.md,,Passed gates,Unverified — confirm specs before scoring,fb-267,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-268,ROG STRIX G513RC Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-268_rog-strix-g513rc-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-268,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-269,ASUS Rog Ally X - Mint Condition + Extras,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-269_asus-rog-ally-x-mint-condition-extras.md,,Passed gates,Unverified — confirm specs before scoring,fb-269,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-270,Asus ROG chakram X origin wireless gaming mouse,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-270_asus-rog-chakram-x-origin-wireless-gaming-mouse.md,,Passed gates,Unverified — confirm specs before scoring,fb-270,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-271,Asus Strix 1080 8gb AIO MOD,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-271_asus-strix-1080-8gb-aio-mod.md,,Passed gates,Unverified — confirm specs before scoring,fb-271,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-272,ASUS ROG Xbox Ally X Gaming Handheld,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-272_asus-rog-xbox-ally-x-gaming-handheld.md,,Passed gates,Unverified — confirm specs before scoring,fb-272,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-273,ASUS ROG Ally X – Bundle,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,850.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-273_asus-rog-ally-x-bundle.md,,Passed gates,Unverified — confirm specs before scoring,fb-273,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-274,ROG FALCHION HFX ZYWOO EDITION,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-274_rog-falchion-hfx-zywoo-edition.md,,Passed gates,Unverified — confirm specs before scoring,fb-274,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-279,Rog Ally X,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-279_rog-ally-x.md,,Passed gates,Unverified — confirm specs before scoring,fb-279,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-280,Asus Rog Strix 96 RX wireless Keyboard,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-280_asus-rog-strix-96-rx-wireless-keyboard.md,,Passed gates,Unverified — confirm specs before scoring,fb-280,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-281,Rog Strix 1080ti 11gb,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,400.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-281_rog-strix-1080ti-11gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-281,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-282,Asus ROG Ally X 1TB,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-282_asus-rog-ally-x-1tb.md,,Passed gates,Unverified — confirm specs before scoring,fb-282,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-283,ROG Harpe ace extreme carbon fiber gaming mouse,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,260.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-283_rog-harpe-ace-extreme-carbon-fiber-gaming-mouse.md,,Passed gates,Unverified — confirm specs before scoring,fb-283,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-284,Asus Oled monitor Rog pg27aqdp 1440p 480hz,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-284_asus-oled-monitor-rog-pg27aqdp-1440p-480hz.md,,Passed gates,Unverified — confirm specs before scoring,fb-284,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-286,rog ally x,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-286_rog-ally-x.md,,Passed gates,Unverified — confirm specs before scoring,fb-286,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-287,ASUS Rog Strix Z490-F + Intel 10850k + 16GB (2x8GB) Corsair RAM + 512gb NVME combo,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,700.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-287_asus-rog-strix-z490-f-intel-10850k-16gb-2x8gb-corsair-ram-51.md,,Passed gates,Unverified — confirm specs before scoring,fb-287,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-288,Asus ROG gaming mouse accessory kit.,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,20.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-288_asus-rog-gaming-mouse-accessory-kit.md,,Passed gates,Unverified — confirm specs before scoring,fb-288,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-290,ROG SWIFT PG279QM,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,550.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-290_rog-swift-pg279qm.md,,Passed gates,Unverified — confirm specs before scoring,fb-290,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-293,ASUS ROG ALLY HANDHELD 512GB CONSOLE,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,700.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-293_asus-rog-ally-handheld-512gb-console.md,,Passed gates,Unverified — confirm specs before scoring,fb-293,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-294,Nvidia Geforce Now 6 Months Ultimate,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-294_nvidia-geforce-now-6-months-ultimate.md,,Passed gates,Unverified — confirm specs before scoring,fb-294,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-295,ASUS ROG Ally Z1 Extreme 512GB Handheld Gaming Console – White (JB Hi-Fi Warranty Until Aug 2028),ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,700.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-295_asus-rog-ally-z1-extreme-512gb-handheld-gaming-console-white.md,,Passed gates,Unverified — confirm specs before scoring,fb-295,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-297,AMD Radeon RX 6700 XT ROG STRIX Gaming GPU,ACTIVE,Laptop,laptop,Complete_System,1,1A,RADEON RX 6700 XT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,520.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-297_amd-radeon-rx-6700-xt-rog-strix-gaming-gpu.md,,Passed gates,Unverified — confirm specs before scoring,fb-297,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-299,Rog mouse and keyboard,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-299_rog-mouse-and-keyboard.md,,Passed gates,Unverified — confirm specs before scoring,fb-299,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-300,Gigabyte Gaming OC 4080,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1250.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-300_gigabyte-gaming-oc-4080.md,,Passed gates,Unverified — confirm specs before scoring,fb-300,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-302,Perfectio By Zero Gravity,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,485.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-302_perfectio-by-zero-gravity.md,,Passed gates,Unverified — confirm specs before scoring,fb-302,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-307,Asus ROG Zephyrus  Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-307_asus-rog-zephyrus-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-307,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-309,ASUS ROG Front Base Dual‐Bay Gaming Panel – Excellent Condition – Rare still with screen protector,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,90.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-309_asus-rog-front-base-dualbay-gaming-panel-excellent-condition.md,,Passed gates,Unverified — confirm specs before scoring,fb-309,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-310,Brand new Testrix Bluebird Mini HD 1080p,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2500.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-310_brand-new-testrix-bluebird-mini-hd-1080p.md,,Passed gates,Unverified — confirm specs before scoring,fb-310,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-311,ASUS ROG Strix B450-F Gaming Motherboard,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,100.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-311_asus-rog-strix-b450-f-gaming-motherboard.md,,Passed gates,Unverified — confirm specs before scoring,fb-311,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-314,ASUS ROG Zephyrus G GA502DU 15.6-inch Gaming Laptop Ryzen 7 GTX 1660 Ti 120Hz,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1660 TI,UNKNOWN,UNKNOWN,15.6,UNKNOWN,799.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-314_asus-rog-zephyrus-g-ga502du-156-inch-gaming-laptop-ryzen-7-g.md,,Passed gates,Unverified — confirm specs before scoring,fb-314,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-315,Neon Genesis Evangelion Limited Edition ROG Keyboard Mouse Mousepad,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1050.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-315_neon-genesis-evangelion-limited-edition-rog-keyboard-mouse-m.md,,Passed gates,Unverified — confirm specs before scoring,fb-315,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-316,ASUS rog ally x,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-316_asus-rog-ally-x.md,,Passed gates,Unverified — confirm specs before scoring,fb-316,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-317,"ASUS ROG PG49WCD (49"" OLED 144Hz)",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-317_asus-rog-pg49wcd-49-oled-144hz.md,,Passed gates,Unverified — confirm specs before scoring,fb-317,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-318,Asus ROG Zephyrus G14 Laptop Ryzen 9 4900HS GTX 1660 Ti MaxQ IPS 16GB 1TB SSD,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1660 TI,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-318_asus-rog-zephyrus-g14-laptop-ryzen-9-4900hs-gtx-1660-ti-maxq.md,,Passed gates,Unverified — confirm specs before scoring,fb-318,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-319,Dell Latitude 5480 Laptop 💻 🔥i5-7th Gen | 128GB | 8GB + Warranty!!!,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-319_dell-latitude-5480-laptop-i5-7th-gen-128gb-8gb-warranty.md,,Passed gates,Unverified — confirm specs before scoring,fb-319,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-320,Hp Probook 650 G5 (15.6” Laptop) 💻❤️‍🔥,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,250.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-320_hp-probook-650-g5-156-laptop-intel-i5-8th-gen-8gb-ram-256gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-320,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-321,i7 12th Gen / 16GB RAM / 512GB NVMe SSD - Dell Inspiron 3520 Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,580.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-321_i7-12th-gen-16gb-ram-512gb-nvme-ssd-dell-inspiron-3520-lapto.md,,Passed gates,Unverified — confirm specs before scoring,fb-321,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-322,"DELL laptop carbon, i7 11th gen , 14"" screen, 512gb m.2 ssd , 16gb ram, windows 11 , usb c charger",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,400.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-322_dell-laptop-carbon-i7-11th-gen-14-screen-512gb-m2-ssd-16gb-r.md,,Passed gates,Unverified — confirm specs before scoring,fb-322,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-323,DELL Latitude 7390  i5 8th Gen 16/256GB Excellent Condition with 12 Months Warranty,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,349.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-323_dell-latitude-7390-i5-8th-gen-16256gb-excellent-condition-wi.md,,Passed gates,Unverified — confirm specs before scoring,fb-323,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-324,Dell XPS 13 9310 2-in-1 Touch Laptop - 16GB / 512GB / New Battery,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,699.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-324_dell-xps-13-9310-2-in-1-touch-laptop-16gb-512gb-new-battery.md,,Passed gates,Unverified — confirm specs before scoring,fb-324,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-325,Dell Latitude 5530 Laptop – 12th Gen i5 / 16GB RAM / 512GB NVMe SSD / Backlit Keyboard,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-325_dell-latitude-5530-laptop-12th-gen-i5-16gb-ram-512gb-nvme-ss.md,,Passed gates,Unverified — confirm specs before scoring,fb-325,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-326,Microsoft Surface Laptop 3.. i7 / 16gb RAM / 256gb SSD / touch screen,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-326_microsoft-surface-laptop-3-i7-16gb-ram-256gb-ssd-touch-scree.md,,Passed gates,Unverified — confirm specs before scoring,fb-326,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-327,cheap Lenovo School laptops $149 each,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,149.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-327_cheap-lenovo-school-laptops-149-each.md,,Passed gates,Unverified — confirm specs before scoring,fb-327,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-328,HP ProBook 430 i5 10th Gen 16GB RAM 256GB SSD with Warranty,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,499.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-328_hp-probook-430-i5-10th-gen-16gb-ram-256gb-ssd-with-warranty.md,,Passed gates,Unverified — confirm specs before scoring,fb-328,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-329,"Dell Latitude 7390 13"" Touch Screen i7 8th Gen 16/256GB Pristine Condition with 12 Months Warranty",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,399.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-329_dell-latitude-7390-13-touch-screen-i7-8th-gen-16256gb-pristi.md,,Passed gates,Unverified — confirm specs before scoring,fb-329,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-330,HP Zbook G7 15.6inch i7 10th Gen 32GB RAM 512GB SSD with Warranty,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,15.6,UNKNOWN,849.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-330_hp-zbook-g7-156inch-i7-10th-gen-32gb-ram-512gb-ssd-with-warr.md,,Passed gates,Unverified — confirm specs before scoring,fb-330,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-331,Lenovo ThankPad x12 Detachable Gen 1 laptop/i7/16GB RAM/512 SSD/Touch Screen/Win 11Pro,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,490.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-331_lenovo-thankpad-x12-detachable-gen-1-laptopi716gb-ram512-ssd.md,,Passed gates,Unverified — confirm specs before scoring,fb-331,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-332,HP Elitebook x360 1040 G8 14” 2 in 1 Touchscreen i7-1165G7 16GB Memory 512GB M.2 NVME W11P OFFICE24,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-332_hp-elitebook-x360-1040-g8-14-2-in-1-touchscreen-i7-1165g7-16.md,,Passed gates,Unverified — confirm specs before scoring,fb-332,Candidate,,,,,,,,,,,,,,,,,,,,,,
